#################################################
# List of available commands
# Add commands from your own extensions here as
#################################################

Next Error|View.NextError
#Class View Show Derived Types|View.ClassViewShowDerivedTypes
#Class View Show Private Members|View.ClassViewShowPrivateMembers
#Class View Show Protected Members|View.ClassViewShowProtectedMembers
#Class View Show Public Members|View.ClassViewShowPublicMembers
#Class View Show Project References|View.ClassViewShowProjectReferences
#Class View Group Members By Type|View.ClassViewGroupMembersByType
#Class View Clear Search|View.ClassViewClearSearch
#Class View Filter To Type|View.ClassViewFilterToType
#Class View Sort By Best Match|View.ClassViewSortByBestMatch
#Class View Show Other Members|View.ClassViewShowOtherMembers
#Class View Search|View.ClassViewSearch
#Class View Go To Search Combo|View.ClassViewGoToSearchCombo
#Object Browser Show Inherited Members|View.ObjectBrowserShowInheritedMembers
#Object Browser Show Base Types|View.ObjectBrowserShowBaseTypes
#Object Browser Show Derived Types|View.ObjectBrowserShowDerivedTypes
#Object Browser Show Private Members|View.ObjectBrowserShowPrivateMembers
#Object Browser Show Protected Members|View.ObjectBrowserShowProtectedMembers
#Object Browser Show Public Members|View.ObjectBrowserShowPublicMembers
#Object Browser View Objectsby Namespace|View.ObjectBrowserViewObjectsbyNamespace
#Object Browser View Objectsby Physical Container|View.ObjectBrowserViewObjectsbyPhysicalContainer
#Object Browser Group Members By Type|View.ObjectBrowserGroupMembersByType
#Object Browser Clear Search|View.ObjectBrowserClearSearch
#Object Browser Filter To Type|View.ObjectBrowserFilterToType
#Object Browser Sort By Best Match|View.ObjectBrowserSortByBestMatch
#Object Browser Show Other Members|View.ObjectBrowserShowOtherMembers
#Object Browser Search|View.ObjectBrowserSearch
#Object Browser Go To Search Combo|View.ObjectBrowserGoToSearchCombo
#Object Browser Show Extension Members|View.ObjectBrowserShowExtensionMembers
Backward|View.Backward
Forward|View.Forward
#Correction1|OtherContextMenus.ErrorCorrection.Correction1
#Correction2|OtherContextMenus.ErrorCorrection.Correction2
#Correction3|OtherContextMenus.ErrorCorrection.Correction3
#Correction4|OtherContextMenus.ErrorCorrection.Correction4
#Correction5|OtherContextMenus.ErrorCorrection.Correction5
#Correction6|OtherContextMenus.ErrorCorrection.Correction6
#Correction7|OtherContextMenus.ErrorCorrection.Correction7
#Correction8|OtherContextMenus.ErrorCorrection.Correction8
#Correction9|OtherContextMenus.ErrorCorrection.Correction9
#Correction10|OtherContextMenus.ErrorCorrection.Correction10
#Object Browser Add Reference|View.ObjectBrowserAddReference
Code Definition Window|View.CodeDefinitionWindow
#Go To Previous|EditorContextMenus.CodeWindow.GoToPrevious
#Go To Next|EditorContextMenus.CodeWindow.GoToNext
#Edit Definition|View.EditDefinition
#Choose Encoding|View.ChooseEncoding
View Class Diagram|ProjectandSolutionContextMenus.Project.ViewClassDiagram
Preview Data|OtherContextMenus.DataSourceContext.PreviewData
#Editkey|OtherContextMenus.ColumnContext.Editkey
#Deletekey|OtherContextMenus.ColumnContext.Deletekey
#Edit Relation|OtherContextMenus.RelationContext.EditRelation
Close Project|File.CloseProject
#Table Adapter|OtherContextMenus.DataSourceContext.Add.TableAdapter
#Query|OtherContextMenus.DataSourceContext.Add.Query
#Add Query|OtherContextMenus.FunctionContext.AddQuery
Publish Selection|Build.PublishSelection
Publish|ClassViewContextMenus.ClassViewProject.Publish
#Call Browser Show Callers Graph|ClassViewContextMenus.ClassViewMember.CallBrowser.CallBrowserShowCallersGraph
#Call Browser Show Call Graph|ClassViewContextMenus.ClassViewMember.CallBrowser.CallBrowserShowCallGraph
#Call Browser Show Callers Graph In New Window|ClassViewContextMenus.ClassViewMember.CallBrowser.CallBrowserShowCallersGraphInNewWindow
#Call Browser Show Call Graph In New Window|ClassViewContextMenus.ClassViewMember.CallBrowser.CallBrowserShowCallGraphInNewWindow
#Undo Last Global Action|Edit.UndoLastGlobalAction
#Redo Last Global Action|Edit.RedoLastGlobalAction
#Call Browser Callers Graph|View.CallBrowserCallersGraph
#Call Browser Call Graph|View.CallBrowserCallGraph
#Call Browser Callers Graph New Window|View.CallBrowserCallersGraphNewWindow
#Call Browser Call Graph New Window|View.CallBrowserCallGraphNewWindow
#Create User Task|CreateUserTask
Errors|Errors
Warnings|Warnings
Messages|Messages
Register Product|Help.RegisterProduct
Start Page|View.StartPage
#Line First Column|Edit.LineFirstColumn
#Line First Column Extend|Edit.LineFirstColumnExtend
Server Explorer|View.ServerExplorer
View Call Hierarchy|EditorContextMenus.CodeWindow.ViewCallHierarchy
Toggle Completion Mode|Edit.ToggleCompletionMode
#Next Highlighted Reference|Edit.NextHighlightedReference
#Previous Highlighted Reference|Edit.PreviousHighlightedReference
#Items|OtherContextMenus.ResourceRibbonEditors.Items
#Buttons|OtherContextMenus.ResourceRibbonEditors.Buttons
#Matchanywordcharacter|OtherContextMenus.FindRegularExpressionBuilder.Matchanywordcharacter
#Matchanycharacterinrangeatof|OtherContextMenus.FindRegularExpressionBuilder.Matchanycharacterinrangeatof
#Matchanycharacterzerooronetime|OtherContextMenus.FindRegularExpressionBuilder.Matchanycharacterzerooronetime
#Matchanycharacterzeroormoretimes|OtherContextMenus.FindRegularExpressionBuilder.Matchanycharacterzeroormoretimes
#Matchanycharacteroneormoretimes|OtherContextMenus.FindRegularExpressionBuilder.Matchanycharacteroneormoretimes
#Matchthreeconsecutivedecimaldigits|OtherContextMenus.FindRegularExpressionBuilder.Matchthreeconsecutivedecimaldigits
#Backreferencethefirstcapturedsubexpression|OtherContextMenus.FindRegularExpressionBuilder.Backreferencethefirstcapturedsubexpression
#Backreferencethecapturedsubexpressionnamedpet|OtherContextMenus.FindRegularExpressionBuilder.Backreferencethecapturedsubexpressionnamedpet
#Substitutethesubstringmatchedbycapturedgroupnumber1|OtherContextMenus.ReplaceRegularExpressionBuilder.Substitutethesubstringmatchedbycapturedgroupnumber1
#Substitutethesubstringmatchedbythenamedgrouppet|OtherContextMenus.ReplaceRegularExpressionBuilder.Substitutethesubstringmatchedbythenamedgrouppet
#Substitutealiteraldollar|OtherContextMenus.ReplaceRegularExpressionBuilder.Substitutealiteraldollar
#Substituteacopyofthewholematch|OtherContextMenus.ReplaceRegularExpressionBuilder.Substituteacopyofthewholematch
#Substitutethelastgroupthatwascaptured|OtherContextMenus.ReplaceRegularExpressionBuilder.Substitutethelastgroupthatwascaptured
#Maps Spaceor Tab|OtherContextMenus.FindRegularExpressionBuilder.MapsSpaceorTab
#Maps Matchanynumericcharacter|OtherContextMenus.FindRegularExpressionBuilder.MapsMatchanynumericcharacter
#Maps C C++identifier|OtherContextMenus.FindRegularExpressionBuilder.MapsCC++identifier
#Maps Quotedstring|OtherContextMenus.FindRegularExpressionBuilder.MapsQuotedstring
#Maps Matchahexadecimalnumber|OtherContextMenus.FindRegularExpressionBuilder.MapsMatchahexadecimalnumber
#Maps Matchintegersanddecimals|OtherContextMenus.FindRegularExpressionBuilder.MapsMatchintegersanddecimals
#Float All|Window.FloatAll
#Move Allto Next Tab Group|OtherContextMenus.EasyMDIToolWindow.MoveAlltoNextTabGroup
#Move Allto Previous Tab Group|OtherContextMenus.EasyMDIToolWindow.MoveAlltoPreviousTabGroup
#Add Tabto Selection|Window.AddTabtoSelection
#Next Taband Addto Selection|Window.NextTabandAddtoSelection
#Previous Taband Addto Selection|Window.PreviousTabandAddtoSelection
#Pin Tab|Window.PinTab
#All Windows|View.AllWindows
#Keep Tab Open|Window.KeepTabOpen
#Move To Main Document Group|Window.MoveToMainDocumentGroup
Activate Window Search|Window.ActivateWindowSearch
Activate Quick Launch|Window.ActivateQuickLaunch
Activate Quick Launch Previous Category|Window.ActivateQuickLaunchPreviousCategory
Activate Solution Explorer Search|Window.ActivateSolutionExplorerSearch
Close All But Pinned|OtherContextMenus.EasyMDIToolWindow.CloseAllButPinned
Resolve Errors|ProjectandSolutionContextMenus.Solution.ResolveErrors
New Solution Explorer View|ProjectandSolutionContextMenus.Project.NewSolutionExplorerView
New Project From Template|File.NewProjectFromTemplate
Scope to This|ProjectandSolutionContextMenus.Project.ScopetoThis
Paste As Link|Edit.PasteAsLink
Show Dock Menu|Window.ShowDockMenu
Force G C|Tools.ForceGC
Troubleshooting|Help.Troubleshooting
Expand All Outlining|Edit.ExpandAllOutlining
Collapse All Outlining|Edit.CollapseAllOutlining
Expand Current Region|Edit.ExpandCurrentRegion
Collapse Current Region|Edit.CollapseCurrentRegion
Extensions and Updates|Tools.ExtensionsandUpdates
View Help|Help.ViewHelp
#MSDN Forums|Help.MSDNForums
Report a Bug|Help.ReportaBug
#Order Help on D V D|Help.OrderHelponDVD
#Addand Remove Help Content|Help.AddandRemoveHelpContent
#Launch in Browser|Help.LaunchinBrowser
#Launch in Help Viewer|Help.LaunchinHelpViewer
#Print Subtopics|File.PrintSubtopics
#Synchronize Document Outline|OtherContextMenus.CSSSource.SynchronizeDocumentOutline
#Emacs Char Left|Edit.EmacsCharLeft
#Emacs Char Right|Edit.EmacsCharRight
#Emacs Line Up|Edit.EmacsLineUp
#Emacs Line Down|Edit.EmacsLineDown
#Emacs Line End|Edit.EmacsLineEnd
#Emacs Line Start|Edit.EmacsLineStart
#Emacs Document End|Edit.EmacsDocumentEnd
#Emacs Document Start|Edit.EmacsDocumentStart
#Emacs Word Previous|Edit.EmacsWordPrevious
#Emacs Word Next|Edit.EmacsWordNext
#Emacs Go To Line|Edit.EmacsGoToLine
#Emacs Scroll Page Up|Edit.EmacsScrollPageUp
#Emacs Scroll Page Down|Edit.EmacsScrollPageDown
#Emacs Scroll Line Center|Edit.EmacsScrollLineCenter
#Emacs Top Of Window|Edit.EmacsTopOfWindow
#Emacs Bottom Of Window|Edit.EmacsBottomOfWindow
#Emacs Scroll Line Top|Edit.EmacsScrollLineTop
#Emacs Split Vertical|Edit.EmacsSplitVertical
#Emacs Other Window|Edit.EmacsOtherWindow
#Emacs Close Other Window|Edit.EmacsCloseOtherWindow
#Emacs Break Line|Edit.EmacsBreakLine
#Emacs Break Line Indent|Edit.EmacsBreakLineIndent
#Emacs Line Open|Edit.EmacsLineOpen
#Emacs Char Transpose|Edit.EmacsCharTranspose
#Emacs Word Transpose|Edit.EmacsWordTranspose
#Emacs Word Uppercase|Edit.EmacsWordUppercase
#Emacs Word Lowercase|Edit.EmacsWordLowercase
#Emacs Word Capitalize|Edit.EmacsWordCapitalize
#Emacs Word Delete To End|Edit.EmacsWordDeleteToEnd
#Emacs Word Delete To Start|Edit.EmacsWordDeleteToStart
#Emacs Delete To E O L|Edit.EmacsDeleteToEOL
#Emacs Paste Rotate|Edit.EmacsPasteRotate
#Emacs Set Mark|Edit.EmacsSetMark
#Emacs Pop Mark|Edit.EmacsPopMark
#Emacs Swap Point And Mark|Edit.EmacsSwapPointAndMark
#Emacs Delete Selection|Edit.EmacsDeleteSelection
#Emacs File Save Dirty|Edit.EmacsFileSaveDirty
#Emacs Find Replace|Edit.EmacsFindReplace
#Emacs Quit|Edit.EmacsQuit
#Emacs Universal Argument|Edit.EmacsUniversalArgument
#Emacs Extended Command|Edit.EmacsExtendedCommand
#Emacs Quoted Insert|Edit.EmacsQuotedInsert
#Emacs Activate Region|Edit.EmacsActivateRegion
#Brief Select Column|Edit.BriefSelectColumn
#Brief Line Indent|Edit.BriefLineIndent
#Brief Bookmarks|Edit.BriefBookmarks
#Brief Select Line|Edit.BriefSelectLine
#Brief Select Char|Edit.BriefSelectChar
#Brief Select Char Inclusive|Edit.BriefSelectCharInclusive
#Brief Line Unindent|Edit.BriefLineUnindent
#Brief File Print|Edit.BriefFilePrint
#Brief Select Swap Anchor|Edit.BriefSelectSwapAnchor
#Brief Insert File|Edit.BriefInsertFile
#Brief Go To|Edit.BriefGoTo
#Brief Window Left Edge|Edit.BriefWindowLeftEdge
#Brief Word Right|Edit.BriefWordRight
#Brief Word Left|Edit.BriefWordLeft
#Brief Window Right Edge|Edit.BriefWindowRightEdge
#Brief Window Scroll Up|Edit.BriefWindowScrollUp
#Brief Window Scroll Down|Edit.BriefWindowScrollDown
#Brief Line Delete|Edit.BriefLineDelete
#Brief Word Delete To End|Edit.BriefWordDeleteToEnd
#Brief Word Delete To Start|Edit.BriefWordDeleteToStart
#Brief Line Delete To Start|Edit.BriefLineDeleteToStart
#Brief Line Delete To End|Edit.BriefLineDeleteToEnd
#Brief Line Open Below|Edit.BriefLineOpenBelow
#Brief Quoted Insert|Edit.BriefQuotedInsert
#Brief File Exit|Edit.BriefFileExit
#Brief Find Toggle Case Sensitivity|Edit.BriefFindToggleCaseSensitivity
#Brief Find Toggle Reg Expr|Edit.BriefFindToggleRegExpr
#Brief Find Repeat|Edit.BriefFindRepeat
#Brief Find Prev|Edit.BriefFindPrev
#Brief Find|Edit.BriefFind
#Brief Find Replace|Edit.BriefFindReplace
#Brief Browse|Edit.BriefBrowse
#Brief Go To Next Error Tag|Edit.BriefGoToNextErrorTag
#Brief Set Repeat Count|Edit.BriefSetRepeatCount
#Brief Window Scroll To Center|Edit.BriefWindowScrollToCenter
#Brief Window Switch Pane|Edit.BriefWindowSwitchPane
#Brief Window Split|Edit.BriefWindowSplit
#Brief Window Scroll To Bottom|Edit.BriefWindowScrollToBottom
#Brief Window Scroll To Top|Edit.BriefWindowScrollToTop
#Brief Window Maximize|Edit.BriefWindowMaximize
#Brief Break Line|Edit.BriefBreakLine
#Brief Bookmark Drop0|Edit.BriefBookmarkDrop0
#Brief Bookmark Drop1|Edit.BriefBookmarkDrop1
#Brief Bookmark Drop2|Edit.BriefBookmarkDrop2
#Brief Bookmark Drop3|Edit.BriefBookmarkDrop3
#Brief Bookmark Drop4|Edit.BriefBookmarkDrop4
#Brief Bookmark Drop5|Edit.BriefBookmarkDrop5
#Brief Bookmark Drop6|Edit.BriefBookmarkDrop6
#Brief Bookmark Drop7|Edit.BriefBookmarkDrop7
#Brief Bookmark Drop8|Edit.BriefBookmarkDrop8
#Brief Bookmark Drop9|Edit.BriefBookmarkDrop9
Web Browser Back|WebBrowserBack
Web Browser Forward|WebBrowserForward
Web Browser Stop|View.WebBrowserStop
Web Browser Refresh|View.WebBrowserRefresh
#Online Search|View.OnlineSearch
Home|View.Home
#Smallest|OtherContextMenus.DefaultContext.TextSize.Smallest
#Smaller|OtherContextMenus.DefaultContext.TextSize.Smaller
#Medium|OtherContextMenus.DefaultContext.TextSize.Medium
#Larger|OtherContextMenus.DefaultContext.TextSize.Larger
#Largest|OtherContextMenus.DefaultContext.TextSize.Largest
#Text Size|View.TextSize
#Open Link in New Window|OtherContextMenus.ImageContext.OpenLinkinNewWindow
#Arabic A S M O708|OtherContextMenus.DefaultContext.Encoding.Moreencoding.ArabicASMO708
#Arabic D O S|OtherContextMenus.DefaultContext.Encoding.Moreencoding.ArabicDOS
#Arabic I S O|OtherContextMenus.DefaultContext.Encoding.Moreencoding.ArabicISO
#Arabic Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.ArabicWindows
#Baltic I S O|OtherContextMenus.DefaultContext.Encoding.Moreencoding.BalticISO
#Baltic Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.BalticWindows
#Central European D O S|OtherContextMenus.DefaultContext.Encoding.Moreencoding.CentralEuropeanDOS
#Central European I S O|OtherContextMenus.DefaultContext.Encoding.Moreencoding.CentralEuropeanISO
#Central European Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.CentralEuropeanWindows
#Chinese Simplified G B2312|OtherContextMenus.DefaultContext.Encoding.Moreencoding.ChineseSimplifiedGB2312
#Chinese Traditional|OtherContextMenus.DefaultContext.Encoding.Moreencoding.ChineseTraditional
#Cyrillic D O S|OtherContextMenus.DefaultContext.Encoding.Moreencoding.CyrillicDOS
#Cyrillic I S O|OtherContextMenus.DefaultContext.Encoding.Moreencoding.CyrillicISO
#Cyrillic K O I8 R|OtherContextMenus.DefaultContext.Encoding.Moreencoding.CyrillicKOI8R
#Cyrillic Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.CyrillicWindows
#Greek I S O|OtherContextMenus.DefaultContext.Encoding.Moreencoding.GreekISO
#Greek Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.GreekWindows
#Hebrew D O S|OtherContextMenus.DefaultContext.Encoding.Moreencoding.HebrewDOS
#Hebrew I S O|OtherContextMenus.DefaultContext.Encoding.Moreencoding.HebrewISO
#Hebrew Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.HebrewWindows
#Japanese Auto Select|OtherContextMenus.DefaultContext.Encoding.Moreencoding.JapaneseAutoSelect
#Japanese E U C|OtherContextMenus.DefaultContext.Encoding.Moreencoding.JapaneseEUC
#Japanese Shift J I S|OtherContextMenus.DefaultContext.Encoding.Moreencoding.JapaneseShiftJIS
#Korean Auto Select|OtherContextMenus.DefaultContext.Encoding.Moreencoding.KoreanAutoSelect
#Thai Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.ThaiWindows
#Turkish Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.TurkishWindows
#Turkish I S O|OtherContextMenus.DefaultContext.Encoding.Moreencoding.TurkishISO
#Ukrainian K O I8 R U|OtherContextMenus.DefaultContext.Encoding.Moreencoding.UkrainianKOI8RU
#Unicode U T F8|OtherContextMenus.DefaultContext.Encoding.Moreencoding.UnicodeUTF8
#Vietnamese Windows|OtherContextMenus.DefaultContext.Encoding.Moreencoding.VietnameseWindows
#Western European Windows|OtherContextMenus.DefaultContext.Encoding.WesternEuropeanWindows
#Western European I S O|OtherContextMenus.DefaultContext.Encoding.Moreencoding.WesternEuropeanISO
#User Defined|OtherContextMenus.DefaultContext.Encoding.Moreencoding.UserDefined
#Chinese Simplified G B18030|OtherContextMenus.DefaultContext.Encoding.Moreencoding.ChineseSimplifiedGB18030
#Cp M R U1|OtherContextMenus.DefaultContext.Encoding.CpMRU1
#Cp M R U2|OtherContextMenus.DefaultContext.Encoding.CpMRU2
#Cp M R U3|OtherContextMenus.DefaultContext.Encoding.CpMRU3
#Cp M R U4|OtherContextMenus.DefaultContext.Encoding.CpMRU4
#Online Privacy Statement|Help.OnlinePrivacyStatement
#Open Link|OtherContextMenus.ImageContext.OpenLink
#Open Linkin External Window|OtherContextMenus.ImageContext.OpenLinkinExternalWindow
View Source|OtherContextMenus.DefaultContext.ViewSource
Save Background As|OtherContextMenus.DefaultContext.SaveBackgroundAs
Copy Background|OtherContextMenus.DefaultContext.CopyBackground
Save Target As|OtherContextMenus.ImageContext.SaveTargetAs
Show Picture|OtherContextMenus.ImageContext.ShowPicture
Save Picture As|OtherContextMenus.ImageContext.SavePictureAs
Print Target|OtherContextMenus.ImageContext.PrintTarget
Auto Select|OtherContextMenus.DefaultContext.Encoding.AutoSelect
Web Browser|View.WebBrowser
Unflag All Threads|DebuggerContextMenus.GPUThreadsWindowShortcutMenu.UnflagAllThreads
Insert Tracepoint|EditorContextMenus.CodeWindow.Breakpoint.InsertTracepoint
Breakpoints|Debug.Breakpoints
Disassembly|Debug.Disassembly
Registers|Debug.Registers
Modules|Debug.Modules
Apply Code Changes|Debug.ApplyCodeChanges
Stop Applying Code Changes|Debug.StopApplyingCodeChanges
Go To Disassembly|Debug.GoToDisassembly
Step By Line|Debug.StepByLine
Step By Statement|Debug.StepByStatement
Step By Instruction|Debug.StepByInstruction
